QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
4,8:15.0,,Turnover by B. Lopez (lost ball),89,105
4,8:15.0,,Loose ball foul by B. Lopez (drawn by K. Lowry),89,105
4,8:15.0,,M. Brogdon enters the game for G. Antetokounmpo,89,105
4,8:15.0,,G. Hill enters the game for E. Bledsoe,89,105
4,8:15.0,,E. İlyasova enters the game for N. Mirotić,89,105
4,7:53.0,K. Leonard misses 2-pt layup from 4 ft,,89,105
4,7:50.0,,Defensive rebound by G. Hill,89,105
4,7:33.0,,E. İlyasova misses 3-pt jump shot from 24 ft,89,105
4,7:33.0,,Offensive rebound by Team,89,105
4,7:33.0,Loose ball foul by F. VanVleet (drawn by G. Hill),,89,105
4,7:22.0,,K. Middleton makes 2-pt jump shot from 13 ft,89,107
4,7:09.0,Personal foul by K. Middleton (drawn by K. Leonard),,89,107
4,7:09.0,,E. Bledsoe enters the game for K. Middleton,89,107
4,7:03.0,S. Ibaka misses 3-pt jump shot from 26 ft,,89,107
4,7:01.0,,Defensive rebound by G. Hill,89,107
4,6:53.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,89,107
4,6:51.0,Defensive rebound by K. Leonard,,89,107
4,6:39.0,N. Powell misses 3-pt jump shot from 23 ft,,89,107
4,6:37.0,,Defensive rebound by B. Lopez,89,107
4,6:23.0,,M. Brogdon misses 2-pt jump shot from 17 ft,89,107
4,6:22.0,Defensive rebound by Team,,89,107
4,6:22.0,P. Siakam enters the game for S. Ibaka,,89,107
4,6:22.0,,G. Antetokounmpo enters the game for B. Lopez,89,107
4,6:10.0,K. Leonard makes 2-pt layup from 1 ft,,91,107
4,6:10.0,Shooting foul by E. İlyasova (drawn by K. Leonard),,91,107
4,6:10.0,K. Leonard makes free throw 1 of 1,,92,107
4,5:51.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,92,109
4,5:51.0,,Shooting foul by K. Leonard (drawn by G. Antetokounmpo),92,109
4,5:51.0,,G. Antetokounmpo makes free throw 1 of 1,92,110
4,5:37.0,K. Lowry misses 3-pt jump shot from 27 ft,,92,110
4,5:34.0,,Defensive rebound by G. Antetokounmpo,92,110
4,5:17.0,,Personal foul by P. Siakam (drawn by G. Hill),92,110
4,5:17.0,S. Ibaka enters the game for P. Siakam,,92,110
4,5:13.0,,Turnover by M. Brogdon (bad pass),92,110
4,4:57.0,K. Leonard misses 2-pt jump shot from 11 ft,,92,110
4,4:55.0,,Defensive rebound by G. Antetokounmpo,92,110
4,4:40.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,92,110
4,4:40.0,Defensive rebound by Team,,92,110
4,4:40.0,,Loose ball foul by E. İlyasova (drawn by K. Lowry),92,110
4,4:40.0,Toronto full timeout,,92,110
4,4:40.0,K. Lowry makes free throw 1 of 2,,93,110
4,4:40.0,K. Lowry makes free throw 2 of 2,,94,110
4,4:31.0,,Personal foul by N. Powell (drawn by E. Bledsoe),94,110
4,4:31.0,,E. Bledsoe misses free throw 1 of 2,94,110
4,4:31.0,,Offensive rebound by Team,94,110
4,4:31.0,,E. Bledsoe makes free throw 2 of 2,94,111
4,4:16.0,K. Lowry misses 3-pt jump shot from 28 ft,,94,111
4,4:13.0,,Defensive rebound by E. Bledsoe,94,111
4,4:06.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by E. İlyasova),94,114
4,3:51.0,Offensive foul by F. VanVleet (drawn by E. İlyasova),,94,114
4,3:51.0,Turnover by F. VanVleet (offensive foul),,94,114
4,3:51.0,J. Meeks enters the game for K. Leonard,,94,114
4,3:51.0,M. Miller enters the game for K. Lowry,,94,114
4,3:51.0,,P. Connaughton enters the game for M. Brogdon,94,114
4,3:44.0,,Personal foul by S. Ibaka (drawn by G. Antetokounmpo),94,114
4,3:44.0,,G. Antetokounmpo misses free throw 1 of 2,94,114
4,3:44.0,,Offensive rebound by Team,94,114
4,3:44.0,,S. Brown enters the game for E. Bledsoe,94,114
4,3:44.0,,G. Antetokounmpo makes free throw 2 of 2,94,115
4,3:29.0,N. Powell misses 2-pt jump shot from 19 ft,,94,115
4,3:25.0,,Defensive rebound by G. Hill,94,115
4,3:23.0,,Milwaukee full timeout,94,115
4,3:23.0,J. Lin enters the game for S. Ibaka,,94,115
4,3:23.0,E. Moreland enters the game for F. VanVleet,,94,115
4,3:23.0,,T. Frazier enters the game for G. Antetokounmpo,94,115
4,3:23.0,,T. Snell enters the game for G. Hill,94,115
4,3:23.0,,D. Wilson enters the game for E. İlyasova,94,115
4,3:14.0,,D. Wilson misses 2-pt jump shot from 14 ft,94,115
4,3:11.0,Defensive rebound by E. Moreland,,94,115
4,2:56.0,Turnover by N. Powell (step out of bounds),,94,115
4,2:42.0,,P. Connaughton misses 3-pt jump shot from 26 ft,94,115
4,2:39.0,Defensive rebound by E. Moreland,,94,115
4,2:24.0,J. Meeks makes 2-pt jump shot from 18 ft (assist by E. Moreland),,96,115
4,2:10.0,,S. Brown misses 2-pt layup from 3 ft,96,115
4,2:05.0,,Offensive rebound by P. Connaughton,96,115
4,2:05.0,,P. Connaughton makes 2-pt layup at rim,96,117
4,1:59.0,Turnover by J. Meeks (bad pass; steal by S. Brown),,96,117
4,1:56.0,,Personal foul by N. Powell (drawn by P. Connaughton),96,117
4,1:56.0,,P. Connaughton makes free throw 1 of 2,96,118
4,1:56.0,C. Boucher enters the game for N. Powell,,96,118
4,1:56.0,,P. Connaughton misses free throw 2 of 2,96,118
4,1:51.0,,Offensive rebound by T. Snell,96,118
4,1:46.0,,D. Wilson misses 2-pt dunk from 4 ft (block by C. Boucher),96,118
4,1:44.0,Defensive rebound by M. Miller,,96,118
4,1:38.0,C. Boucher misses 3-pt jump shot from 22 ft,,96,118
4,1:36.0,,Defensive rebound by Team,96,118
4,1:22.0,,S. Brown misses 3-pt jump shot from 23 ft,96,118
4,1:18.0,Defensive rebound by E. Moreland,,96,118
4,1:12.0,J. Lin misses 2-pt jump shot from 18 ft,,96,118
4,1:09.0,,Defensive rebound by D. Wilson,96,118
4,1:01.0,,Turnover by T. Frazier (lost ball; steal by J. Meeks),96,118
4,0:58.0,Shooting foul by D. Wilson (drawn by M. Miller),,96,118
4,0:58.0,M. Miller makes free throw 1 of 2,,97,118
4,0:58.0,M. Miller makes free throw 2 of 2,,98,118
4,0:51.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by P. Connaughton),98,121
4,0:42.0,C. Boucher makes 2-pt layup from 1 ft (assist by J. Lin),,100,121
4,0:42.0,Shooting foul by S. Brown (drawn by C. Boucher),,100,121
4,0:42.0,C. Boucher misses free throw 1 of 1,,100,121
4,0:42.0,,Defensive rebound by Team,100,121
4,0:42.0,Loose ball foul by E. Moreland (drawn by D. Wilson),,100,121
4,0:42.0,,D. Wilson makes free throw 1 of 2,100,122
4,0:42.0,,D. Wilson makes free throw 2 of 2,100,123
4,0:30.0,J. Meeks misses 3-pt jump shot from 25 ft,,100,123
4,0:26.0,,Defensive rebound by S. Brown,100,123
4,0:25.0,,Shooting foul by M. Miller (drawn by S. Brown),100,123
4,0:25.0,,S. Brown makes free throw 1 of 2,100,124
4,0:25.0,,S. Brown makes free throw 2 of 2,100,125
4,0:14.0,C. Boucher makes 3-pt jump shot from 27 ft (assist by J. Lin),,103,125
