id,players,team
6588,"{'A. Bradley', 'J. Valančiūnas', 'B. Caboclo', 'M. Conley', 'D. Wright'}",MEM
6589,"{'A. Bradley', 'J. Holiday', 'J. Noah', 'C. Parsons', 'D. Wright'}",MEM
6590,"{'J. Holiday', 'J. Noah', 'M. Conley', 'C. Parsons', 'D. Wright'}",MEM
6591,"{'A. Bradley', 'C. Miles', 'J. Valančiūnas', 'M. Conley', 'C. Parsons'}",MEM
6592,"{'A. Bradley', 'C. Miles', 'J. Valančiūnas', 'J. Holiday', 'M. Conley'}",MEM
6593,"{'A. Bradley', 'C. Miles', 'J. Holiday', 'J. Noah', 'M. Conley'}",MEM
6594,"{'B. Adebayo', 'D. Waiters', 'D. Wade', 'J. Winslow', 'D. Jones'}",MIA
6595,"{'D. Waiters', 'D. Wade', 'K. Olynyk', 'J. Winslow', 'D. Jones'}",MIA
6596,"{'G. Dragić', 'D. Wade', 'J. Richardson', 'K. Olynyk', 'D. Jones'}",MIA
6597,"{'G. Dragić', 'D. Wade', 'J. Richardson', 'K. Olynyk', 'J. Winslow'}",MIA
6598,"{'G. Dragić', 'B. Adebayo', 'J. Richardson', 'R. McGruder', 'D. Jones'}",MIA
6599,"{'G. Dragić', 'B. Adebayo', 'D. Waiters', 'R. McGruder', 'J. Winslow'}",MIA
6600,"{'B. Adebayo', 'G. Dragić', 'D. Waiters', 'J. Richardson', 'J. Winslow'}",MIA
6601,"{'G. Dragić', 'D. Jones', 'D. Wade', 'R. McGruder', 'U. Haslem'}",MIA
6602,"{'D. Jones', 'D. Wade', 'J. Richardson', 'R. McGruder', 'U. Haslem'}",MIA
6603,"{'D. Fox', 'C. Brewer', 'H. Giles', 'M. Bagley', 'B. Hield'}",SAC
6604,"{'B. Bogdanović', 'D. Fox', 'C. Brewer', 'M. Bagley', 'B. Hield'}",SAC
6605,"{'B. Bogdanović', 'Y. Ferrell', 'C. Brewer', 'H. Giles', 'M. Bagley'}",SAC
6606,"{'B. Bogdanović', 'Y. Ferrell', 'C. Brewer', 'W. Cauley-Stein', 'M. Bagley'}",SAC
6607,"{'B. Bogdanović', 'Y. Ferrell', 'C. Brewer', 'H. Barnes', 'W. Cauley-Stein'}",SAC
6608,"{'D. Fox', 'C. Brewer', 'H. Barnes', 'M. Bagley', 'B. Hield'}",SAC
6609,"{'Y. Ferrell', 'C. Brewer', 'H. Giles', 'M. Bagley', 'B. Hield'}",SAC
6610,"{'Y. Ferrell', 'C. Brewer', 'H. Barnes', 'H. Giles', 'B. Hield'}",SAC
6611,"{'B. Bogdanović', 'Y. Ferrell', 'C. Brewer', 'H. Barnes', 'H. Giles'}",SAC
6612,"{'B. Bogdanović', 'D. Fox', 'H. Barnes', 'H. Giles', 'B. Hield'}",SAC
6613,"{'J. Poeltl', 'D. White', 'D. Bertāns', 'D. DeRozan', 'L. Aldridge'}",SAS
6614,"{'J. Poeltl', 'D. White', 'D. DeRozan', 'M. Belinelli', 'L. Aldridge'}",SAS
6615,"{'J. Poeltl', 'R. Gay', 'D. Bertāns', 'P. Mills', 'D. Cunningham'}",SAS
6616,"{'D. White', 'D. Bertāns', 'M. Belinelli', 'D. Cunningham', 'L. Aldridge'}",SAS
6617,"{""R. O'Neale"", 'D. Favors', 'J. Ingles', 'R. Rubio', 'K. Korver'}",UTA
6618,"{""R. O'Neale"", 'R. Gobert', 'R. Neto', 'D. Mitchell', 'J. Crowder'}",UTA
6619,"{'T. Sefolosha', ""R. O'Neale"", 'J. Ingles', 'R. Gobert', 'R. Neto'}",UTA
6620,"{'T. Sefolosha', 'J. Ingles', 'R. Gobert', 'R. Neto', 'D. Mitchell'}",UTA
6621,"{'W. Barton', 'M. Plumlee', 'J. Murray', 'G. Harris', 'J. Hernangómez'}",DEN
6622,"{'W. Barton', 'M. Plumlee', 'M. Morris', 'G. Harris', 'J. Hernangómez'}",DEN
6623,"{'M. Plumlee', 'W. Barton', 'M. Morris', 'I. Thomas', 'J. Hernangómez'}",DEN
6624,"{'N. Jokić', 'W. Barton', 'J. Murray', 'I. Thomas', 'J. Hernangómez'}",DEN
6625,"{'N. Jokić', 'M. Beasley', 'W. Barton', 'J. Murray', 'J. Hernangómez'}",DEN
6626,"{'G. Green', 'A. Rivers', 'N. Hilário', 'C. Paul', 'J. Harden'}",HOU
6627,"{'G. Green', 'A. Rivers', 'N. Hilário', 'G. Clark', 'C. Paul'}",HOU
6628,"{'G. Green', 'A. Rivers', 'G. Clark', 'C. Paul', 'C. Capela'}",HOU
6629,"{'G. Green', 'A. Rivers', 'P. Tucker', 'C. Paul', 'C. Capela'}",HOU
6630,"{'A. Rivers', 'P. Tucker', 'C. Paul', 'C. Capela', 'J. Harden'}",HOU
6631,"{'A. Rivers', 'P. Tucker', 'G. Clark', 'C. Capela', 'J. Harden'}",HOU
6632,"{'G. Green', 'G. Clark', 'C. Paul', 'C. Capela', 'J. Harden'}",HOU
6633,"{'G. Green', 'A. Rivers', 'G. Clark', 'C. Capela', 'J. Harden'}",HOU
6634,"{'G. Green', 'A. Rivers', 'G. Clark', 'C. Paul', 'J. Harden'}",HOU
6635,"{'G. Green', 'A. Rivers', 'C. Paul', 'C. Capela', 'J. Harden'}",HOU
6636,"{'W. Matthews', 'C. Joseph', ""K. O'Quinn"", 'T. Young', 'D. Collison'}",IND
6637,"{'D. McDermott', 'C. Joseph', 'M. Turner', 'A. Holiday', 'T. Leaf'}",IND
6638,"{'D. McDermott', 'C. Joseph', 'A. Holiday', 'T. Leaf', 'T. Young'}",IND
6639,"{'B. Bogdanović', 'W. Matthews', 'C. Joseph', 'T. Leaf', 'T. Young'}",IND
6640,"{'B. Bogdanović', 'W. Matthews', 'C. Joseph', 'T. Young', 'D. Collison'}",IND
6641,"{'B. Bogdanović', 'W. Matthews', 'C. Joseph', 'T. Leaf', 'D. Collison'}",IND
6642,"{'B. Bogdanović', 'W. Matthews', 'T. Leaf', 'T. Young', 'D. Collison'}",IND
6643,"{'B. Bogdanović', 'W. Matthews', 'T. Leaf', ""K. O'Quinn"", 'D. Collison'}",IND
6644,"{'W. Matthews', 'C. Joseph', 'T. Leaf', ""K. O'Quinn"", 'D. Collison'}",IND
6645,"{'W. Matthews', 'C. Joseph', 'A. Holiday', 'T. Leaf', ""K. O'Quinn""}",IND
6646,"{'D. McDermott', 'W. Matthews', 'C. Joseph', 'M. Turner', 'T. Young'}",IND
6647,"{'B. Bogdanović', 'W. Matthews', 'C. Joseph', 'M. Turner', 'D. Collison'}",IND
6648,"{'A. Trier', 'E. Mudiay', 'M. Robinson', 'L. Thomas', 'D. Dotson'}",NYK
6649,"{'K. Knox', 'A. Trier', 'H. Ellenson', 'M. Robinson', 'D. Smith'}",NYK
6650,"{'K. Knox', 'A. Trier', 'L. Thomas', 'N. Vonleh', 'D. Smith'}",NYK
6651,"{'K. Knox', 'H. Ellenson', 'D. Dotson', 'N. Vonleh', 'D. Smith'}",NYK
6652,"{'A. Trier', 'H. Ellenson', 'M. Robinson', 'D. Dotson', 'D. Smith'}",NYK
6653,"{'A. Trier', 'H. Ellenson', 'E. Mudiay', 'M. Robinson', 'D. Dotson'}",NYK
6654,"{'K. Knox', 'A. Trier', 'H. Ellenson', 'E. Mudiay', 'M. Robinson'}",NYK
6655,"{'A. Trier', 'H. Ellenson', 'E. Mudiay', 'M. Robinson', 'D. Smith'}",NYK
6656,"{'A. Trier', 'H. Ellenson', 'E. Mudiay', 'L. Thomas', 'D. Smith'}",NYK
6657,"{'R. Westbrook', 'T. Ferguson', 'J. Grant', 'M. Morris', 'S. Adams'}",OKC
6658,"{'P. Patterson', 'D. Schröder', 'A. Nader', 'T. Ferguson', 'S. Adams'}",OKC
6659,"{'P. Patterson', 'S. Adams', 'D. Schröder', 'A. Nader', 'R. Felton'}",OKC
6660,"{'P. Patterson', 'S. Adams', 'R. Westbrook', 'D. Schröder', 'R. Felton'}",OKC
6661,"{'S. Adams', 'R. Westbrook', 'A. Nader', 'J. Grant', 'R. Felton'}",OKC
6662,"{'S. Adams', 'R. Westbrook', 'T. Ferguson', 'J. Grant', 'R. Felton'}",OKC
6663,"{'R. Westbrook', 'D. Schröder', 'T. Ferguson', 'J. Grant', 'M. Morris'}",OKC
6664,"{'R. Westbrook', 'N. Noel', 'A. Nader', 'J. Grant', 'R. Felton'}",OKC
6665,"{'N. Noel', 'D. Schröder', 'A. Nader', 'J. Grant', 'R. Felton'}",OKC
6666,"{'N. Noel', 'D. Schröder', 'A. Nader', 'M. Morris', 'R. Felton'}",OKC
6667,"{'D. Schröder', 'A. Nader', 'M. Morris', 'S. Adams', 'R. Felton'}",OKC
6668,"{'R. Westbrook', 'A. Nader', 'M. Morris', 'S. Adams', 'R. Felton'}",OKC
6669,"{'R. Westbrook', 'A. Nader', 'T. Ferguson', 'M. Morris', 'S. Adams'}",OKC
6670,"{'A. Len', 'K. Bazemore', 'V. Carter', 'J. Adams', 'D. Bembry'}",ATL
6671,"{'A. Len', 'J. Anderson', 'V. Carter', 'J. Adams', 'D. Bembry'}",ATL
6672,"{'J. Anderson', 'D. Dedmon', 'O. Spellman', 'T. Young', 'K. Huerter'}",ATL
6673,"{'J. Anderson', 'K. Bazemore', 'V. Carter', 'J. Adams', 'D. Bembry'}",ATL
6674,"{'A. Len', 'D. Dedmon', 'D. Bembry', 'T. Young', 'K. Huerter'}",ATL
6675,"{'A. Len', 'T. Prince', 'D. Dedmon', 'T. Young', 'K. Huerter'}",ATL
6676,"{'T. Prince', 'A. Len', 'V. Carter', 'D. Dedmon', 'T. Young'}",ATL
6677,"{'R. Bullock', 'B. Ingram', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6678,"{'K. Kuzma', 'B. Ingram', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6679,"{'K. Caldwell-Pope', 'K. Kuzma', 'R. Rondo', 'J. Hart', 'M. Muscala'}",LAL
6680,"{'K. Caldwell-Pope', 'K. Kuzma', 'R. Rondo', 'M. Muscala', 'J. McGee'}",LAL
6681,"{'K. Caldwell-Pope', 'K. Kuzma', 'R. Bullock', 'R. Rondo', 'J. McGee'}",LAL
6682,"{'K. Caldwell-Pope', 'R. Bullock', 'B. Ingram', 'R. Rondo', 'J. McGee'}",LAL
6683,"{'K. Caldwell-Pope', 'R. Rondo', 'B. Ingram', 'L. James', 'M. Muscala'}",LAL
6684,"{'K. Caldwell-Pope', 'B. Ingram', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6685,"{'K. Caldwell-Pope', 'K. Kuzma', 'R. Rondo', 'J. Hart', 'J. McGee'}",LAL
6686,"{'B. Bogdanović', 'Y. Ferrell', 'H. Barnes', 'W. Cauley-Stein', 'B. Hield'}",SAC
6687,"{'B. Bogdanović', 'C. Brewer', 'H. Barnes', 'W. Cauley-Stein', 'B. Hield'}",SAC
6688,"{'B. Bogdanović', 'C. Brewer', 'H. Giles', 'N. Bjelica', 'B. Hield'}",SAC
6689,"{'B. Bogdanović', 'C. Brewer', 'H. Giles', 'N. Bjelica', 'A. Burks'}",SAC
6690,"{'D. Fox', 'C. Brewer', 'N. Bjelica', 'H. Giles', 'A. Burks'}",SAC
6691,"{'D. Fox', 'C. Brewer', 'N. Bjelica', 'W. Cauley-Stein', 'A. Burks'}",SAC
6692,"{'D. Fox', 'H. Barnes', 'N. Bjelica', 'W. Cauley-Stein', 'A. Burks'}",SAC
6693,"{'B. Bogdanović', 'H. Barnes', 'H. Giles', 'B. Hield', 'A. Burks'}",SAC
6694,"{'D. Fox', 'C. Brewer', 'H. Barnes', 'W. Cauley-Stein', 'B. Hield'}",SAC
6695,"{'D. Fox', 'C. Brewer', 'H. Barnes', 'H. Giles', 'B. Hield'}",SAC
6696,"{'Y. Ferrell', 'C. Brewer', 'N. Bjelica', 'H. Giles', 'B. Hield'}",SAC
6697,"{'B. Bogdanović', 'C. Brewer', 'H. Barnes', 'H. Giles', 'A. Burks'}",SAC
6698,"{'B. Bogdanović', 'D. Fox', 'C. Brewer', 'H. Barnes', 'W. Cauley-Stein'}",SAC
6699,"{'B. Bogdanović', 'D. Fox', 'Y. Ferrell', 'H. Barnes', 'W. Cauley-Stein'}",SAC
6700,"{'N. Powell', 'S. Ibaka', 'K. Lowry', 'O. Anunoby', 'J. Lin'}",TOR
6701,"{'S. Ibaka', 'P. McCaw', 'K. Lowry', 'O. Anunoby', 'D. Green'}",TOR
6702,"{'P. McCaw', 'K. Lowry', 'O. Anunoby', 'M. Gasol', 'D. Green'}",TOR
6703,"{'N. Powell', 'K. Lowry', 'M. Gasol', 'K. Leonard', 'P. Siakam'}",TOR
6704,"{'N. Powell', 'S. Ibaka', 'P. McCaw', 'K. Lowry', 'J. Lin'}",TOR
6705,"{'J. Clarkson', 'M. Dellavedova', 'D. Nwaba', 'C. Frye', 'N. Stauskas'}",CLE
6706,"{'J. Clarkson', 'D. Nwaba', 'C. Sexton', 'C. Frye', 'N. Stauskas'}",CLE
6707,"{'M. Chriss', 'D. Nwaba', 'B. Knight', 'C. Sexton', 'N. Stauskas'}",CLE
6708,"{'M. Chriss', 'B. Knight', 'C. Sexton', 'N. Stauskas', 'C. Osman'}",CLE
6709,"{'J. Clarkson', 'C. Sexton', 'C. Frye', 'D. Nwaba', 'C. Osman'}",CLE
6710,"{'M. Dellavedova', 'N. Stauskas', 'C. Sexton', 'C. Frye', 'D. Nwaba'}",CLE
6711,"{'D. Nowitzki', 'J. Brunson', 'D. Harris', 'D. Powell', 'L. Dončić'}",DAL
6712,"{'T. Hardaway', 'D. Finney-Smith', 'T. Burke', 'M. Kleber', 'D. Powell'}",DAL
6713,"{'T. Hardaway', 'J. Brunson', 'J. Jackson', 'M. Kleber', 'L. Dončić'}",DAL
6714,"{'J. Brunson', 'D. Harris', 'J. Jackson', 'D. Powell', 'L. Dončić'}",DAL
6715,"{'J. Brunson', 'D. Harris', 'M. Kleber', 'D. Powell', 'L. Dončić'}",DAL
6716,"{'T. Hardaway', 'T. Burke', 'M. Kleber', 'D. Powell', 'L. Dončić'}",DAL
6717,"{'T. Hardaway', 'S. Mejri', 'T. Burke', 'M. Kleber', 'L. Dončić'}",DAL
6718,"{'S. Mejri', 'J. Brunson', 'D. Harris', 'M. Kleber', 'L. Dončić'}",DAL
6719,"{'D. Finney-Smith', 'J. Brunson', 'S. Mejri', 'D. Harris', 'M. Kleber'}",DAL
6720,"{'R. Broekhoff', 'S. Mejri', 'J. Brunson', 'D. Harris', 'M. Kleber'}",DAL
6721,"{'D. Nowitzki', 'C. Lee', 'R. Broekhoff', 'T. Burke', 'D. Powell'}",DAL
6722,"{'D. Nowitzki', 'C. Lee', 'R. Broekhoff', 'D. Harris', 'T. Burke'}",DAL
6723,"{'C. Lee', 'R. Broekhoff', 'J. Brunson', 'J. Jackson', 'M. Kleber'}",DAL
6724,"{'C. Lee', 'R. Broekhoff', 'S. Mejri', 'J. Brunson', 'J. Jackson'}",DAL
6725,"{'C. Lee', 'R. Broekhoff', 'S. Mejri', 'T. Burke', 'J. Jackson'}",DAL
6726,"{'M. Beasley', 'M. Plumlee', 'M. Morris', 'I. Thomas', 'J. Hernangómez'}",DEN
6727,"{'N. Jokić', 'M. Beasley', 'M. Plumlee', 'M. Morris', 'I. Thomas'}",DEN
6728,"{'P. Millsap', 'M. Beasley', 'M. Plumlee', 'J. Murray', 'I. Thomas'}",DEN
6729,"{'P. Millsap', 'M. Plumlee', 'J. Murray', 'I. Thomas', 'G. Harris'}",DEN
6730,"{'P. Millsap', 'G. Harris', 'W. Barton', 'J. Murray', 'T. Craig'}",DEN
6731,"{'P. Millsap', 'W. Barton', 'J. Murray', 'G. Harris', 'J. Hernangómez'}",DEN
6732,"{'N. Jokić', 'M. Beasley', 'M. Morris', 'I. Thomas', 'J. Hernangómez'}",DEN
6733,"{'N. Jokić', 'P. Millsap', 'M. Beasley', 'M. Morris', 'I. Thomas'}",DEN
6734,"{'C. Joseph', 'M. Turner', 'T. Evans', 'T. Leaf', 'D. Collison'}",IND
6735,"{'C. Joseph', 'T. Evans', 'T. Leaf', ""K. O'Quinn"", 'D. Collison'}",IND
6736,"{'D. McDermott', 'C. Joseph', 'T. Evans', 'T. Leaf', ""K. O'Quinn""}",IND
6737,"{'D. McDermott', 'W. Matthews', 'C. Joseph', ""K. O'Quinn"", 'T. Young'}",IND
6738,"{'W. Matthews', 'C. Joseph', 'M. Turner', 'T. Leaf', 'D. Collison'}",IND
6739,"{'B. Bogdanović', 'W. Matthews', 'C. Joseph', ""K. O'Quinn"", 'T. Young'}",IND
6740,"{'B. Bogdanović', 'W. Matthews', 'M. Turner', 'T. Evans', 'D. Collison'}",IND
6741,"{'D. Jones', 'D. Wade', 'R. McGruder', 'J. Winslow', 'U. Haslem'}",MIA
6742,"{'D. Wade', 'J. Richardson', 'K. Olynyk', 'R. McGruder', 'D. Jones'}",MIA
6743,"{'B. Adebayo', 'D. Waiters', 'J. Richardson', 'K. Olynyk', 'R. McGruder'}",MIA
6744,"{'B. Adebayo', 'D. Waiters', 'K. Olynyk', 'R. McGruder', 'J. Winslow'}",MIA
6745,"{'D. Robinson', 'J. Richardson', 'K. Olynyk', 'R. McGruder', 'D. Jones'}",MIA
6746,"{'D. Jones', 'D. Robinson', 'D. Waiters', 'R. McGruder', 'R. Anderson'}",MIA
6747,"{'M. Scott', 'J. Bolden', 'B. Simmons', 'J. Redick', 'T. Harris'}",PHI
6748,"{'M. Scott', 'J. Butler', 'B. Simmons', 'J. Simmons', 'T. McConnell'}",PHI
6749,"{'J. Bolden', 'J. Butler', 'J. Simmons', 'T. McConnell', 'T. Harris'}",PHI
6750,"{'J. Bolden', 'B. Simmons', 'J. Simmons', 'J. Redick', 'T. Harris'}",PHI
6751,"{'M. Scott', 'B. Simmons', 'J. Simmons', 'J. Redick', 'T. Harris'}",PHI
6752,"{'M. Scott', 'J. Butler', 'B. Simmons', 'T. McConnell', 'T. Harris'}",PHI
6753,"{'M. Scott', 'J. Bolden', 'J. Butler', 'T. McConnell', 'T. Harris'}",PHI
6754,"{'J. Butler', 'B. Simmons', 'J. Simmons', 'T. McConnell', 'T. Harris'}",PHI
6755,"{'J. Poeltl', 'D. White', 'D. Bertāns', 'M. Belinelli', 'L. Aldridge'}",SAS
6756,"{'J. Poeltl', 'D. White', 'R. Gay', 'D. DeRozan', 'L. Aldridge'}",SAS
6757,"{'D. White', 'R. Gay', 'D. Bertāns', 'D. DeRozan', 'L. Aldridge'}",SAS
6758,"{'D. Eubanks', 'B. Forbes', 'R. Gay', 'P. Mills', 'L. Walker'}",SAS
6759,"{'D. Eubanks', 'Q. Pondexter', 'P. Mills', 'L. Walker', 'D. Cunningham'}",SAS
6760,"{'T. Sefolosha', ""R. O'Neale"", 'J. Ingles', 'D. Favors', 'K. Korver'}",UTA
6761,"{""R. O'Neale"", 'D. Favors', 'R. Rubio', 'D. Mitchell', 'K. Korver'}",UTA
6762,"{'T. Rozier', 'J. Brown', 'G. Hayward', 'A. Horford', 'M. Smart'}",BOS
6763,"{'D. Theis', 'T. Rozier', 'J. Brown', 'G. Hayward', 'M. Smart'}",BOS
6764,"{'K. Dunn', 'W. Selden', 'T. Luwawu-Cabarrot', 'R. Lopez', 'Z. LaVine'}",CHI
6765,"{'K. Dunn', 'T. Luwawu-Cabarrot', 'C. Felício', 'W. Selden', 'S. Harrison'}",CHI
6766,"{'C. Felício', 'W. Selden', 'A. Blakeney', 'R. Arcidiacono', 'S. Harrison'}",CHI
6767,"{'K. Dunn', 'W. Selden', 'S. Harrison', 'R. Lopez', 'Z. LaVine'}",CHI
6768,"{'K. Dunn', 'C. Felício', 'W. Selden', 'R. Arcidiacono', 'S. Harrison'}",CHI
6769,"{'W. Selden', 'R. Arcidiacono', 'L. Markkanen', 'A. Blakeney', 'S. Harrison'}",CHI
6770,"{'R. Arcidiacono', 'L. Markkanen', 'A. Blakeney', 'R. Lopez', 'Z. LaVine'}",CHI
6771,"{'K. Dunn', 'L. Markkanen', 'A. Blakeney', 'R. Lopez', 'Z. LaVine'}",CHI
6772,"{'M. Chriss', 'M. Dellavedova', 'K. Love', 'D. Nwaba', 'N. Stauskas'}",CLE
6773,"{'M. Dellavedova', 'K. Love', 'L. Nance', 'C. Sexton', 'C. Osman'}",CLE
6774,"{'M. Dellavedova', 'K. Love', 'L. Nance', 'B. Knight', 'C. Osman'}",CLE
6775,"{'M. Chriss', 'J. Clarkson', 'M. Dellavedova', 'D. Nwaba', 'C. Osman'}",CLE
6776,"{'J. Clarkson', 'K. Love', 'L. Nance', 'C. Sexton', 'N. Stauskas'}",CLE
6777,"{'J. Clarkson', 'M. Dellavedova', 'K. Love', 'C. Sexton', 'C. Osman'}",CLE
6778,"{'R. Jackson', 'W. Ellington', 'B. Griffin', 'Z. Pachulia', 'B. Brown'}",DET
6779,"{'R. Jackson', 'W. Ellington', 'B. Griffin', 'L. Kennard', 'T. Maker'}",DET
6780,"{'R. Jackson', 'W. Ellington', 'B. Griffin', 'B. Brown', 'T. Maker'}",DET
6781,"{'R. Jackson', 'W. Ellington', 'Z. Pachulia', 'L. Kennard', 'T. Maker'}",DET
6782,"{'L. Galloway', 'I. Smith', 'G. Robinson', 'A. Drummond', 'L. Kennard'}",DET
6783,"{'L. Galloway', 'I. Smith', 'B. Griffin', 'L. Kennard', 'T. Maker'}",DET
6784,"{'W. Ellington', 'B. Griffin', 'A. Drummond', 'B. Brown', 'T. Maker'}",DET
6785,"{'S. Gilgeous-Alexander', 'M. Harrell', 'J. Green', 'G. Temple', 'L. Williams'}",LAC
6786,"{'S. Gilgeous-Alexander', 'P. Beverley', 'M. Harrell', 'J. Green', 'L. Williams'}",LAC
6787,"{'S. Gilgeous-Alexander', 'L. Shamet', 'I. Zubac', 'J. Robinson', 'S. Thornwell'}",LAC
6788,"{'I. Zubac', 'T. Wallace', 'J. Motley', 'J. Robinson', 'S. Thornwell'}",LAC
6789,"{'R. Westbrook', 'D. Schröder', 'M. Morris', 'S. Adams', 'R. Felton'}",OKC
6790,"{'R. Westbrook', 'D. Schröder', 'A. Nader', 'T. Ferguson', 'S. Adams'}",OKC
6791,"{'R. Westbrook', 'A. Nader', 'T. Ferguson', 'M. Morris', 'R. Felton'}",OKC
6792,"{'R. Westbrook', 'A. Nader', 'J. Grant', 'M. Morris', 'R. Felton'}",OKC
6793,"{'D. Schröder', 'A. Nader', 'J. Grant', 'M. Morris', 'R. Felton'}",OKC
6794,"{'J. Parker', 'B. Beal', 'T. Bryant', 'T. Brown', 'C. Randle'}",WAS
6795,"{'B. Beal', 'J. Green', 'T. Brown', 'T. Ariza', 'B. Portis'}",WAS
6796,"{'J. Parker', 'B. Beal', 'B. Portis', 'T. Ariza', 'T. Brown'}",WAS
6797,"{'J. Parker', 'B. Beal', 'B. Portis', 'S. Dekker', 'T. Brown'}",WAS
6798,"{'J. Parker', 'B. Beal', 'S. Dekker', 'T. Bryant', 'T. Brown'}",WAS
6799,"{'J. Parker', 'T. Satoranský', 'S. Dekker', 'T. Bryant', 'T. Brown'}",WAS
6800,"{'B. Beal', 'J. Parker', 'T. Satoranský', 'S. Dekker', 'T. Bryant'}",WAS
6801,"{'B. Beal', 'J. Parker', 'T. Satoranský', 'S. Dekker', 'B. Portis'}",WAS
6802,"{'J. Parker', 'T. Satoranský', 'T. Brown', 'S. Dekker', 'B. Portis'}",WAS
6803,"{'J. Parker', 'T. Brown', 'S. Dekker', 'B. Portis', 'C. Randle'}",WAS
6804,"{'J. Parker', 'S. Dekker', 'T. Bryant', 'T. Brown', 'C. Randle'}",WAS
6805,"{'K. Kuzma', 'R. Bullock', 'R. Rondo', 'L. James', 'M. Muscala'}",LAL
6806,"{'K. Kuzma', 'R. Bullock', 'R. Rondo', 'J. Hart', 'M. Muscala'}",LAL
6807,"{'K. Caldwell-Pope', 'K. Kuzma', 'L. James', 'J. Hart', 'M. Wagner'}",LAL
6808,"{'K. Caldwell-Pope', 'R. Bullock', 'L. James', 'J. Hart', 'M. Wagner'}",LAL
6809,"{'R. Bullock', 'R. Rondo', 'J. Hart', 'L. James', 'M. Wagner'}",LAL
6810,"{'K. Kuzma', 'R. Bullock', 'R. Rondo', 'J. Hart', 'J. McGee'}",LAL
6811,"{'K. Kuzma', 'R. Bullock', 'R. Rondo', 'J. Hart', 'L. James'}",LAL
6812,"{'K. Caldwell-Pope', 'K. Kuzma', 'A. Caruso', 'L. James', 'J. Hart'}",LAL
6813,"{'R. Bullock', 'R. Rondo', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6814,"{'A. Caruso', 'R. Bullock', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6815,"{'K. Caldwell-Pope', 'K. Kuzma', 'J. Hart', 'L. James', 'M. Muscala'}",LAL
6816,"{'K. Caldwell-Pope', 'R. Bullock', 'R. Rondo', 'L. James', 'J. Hart'}",LAL
6817,"{'D. Waiters', 'D. Wade', 'R. McGruder', 'J. Winslow', 'H. Whiteside'}",MIA
6818,"{'D. Waiters', 'K. Olynyk', 'R. McGruder', 'J. Winslow', 'H. Whiteside'}",MIA
6819,"{'D. Wade', 'K. Olynyk', 'R. McGruder', 'J. Winslow', 'D. Jones'}",MIA
6820,"{'B. Adebayo', 'D. Waiters', 'J. Richardson', 'R. McGruder', 'J. Winslow'}",MIA
6821,"{'B. Adebayo', 'D. Waiters', 'D. Wade', 'R. McGruder', 'J. Winslow'}",MIA
6822,"{'Y. Ferrell', 'H. Barnes', 'N. Bjelica', 'W. Cauley-Stein', 'B. Hield'}",SAC
6823,"{'Y. Ferrell', 'H. Barnes', 'H. Giles', 'N. Bjelica', 'B. Hield'}",SAC
6824,"{'B. Bogdanović', 'Y. Ferrell', 'C. Brewer', 'H. Giles', 'N. Bjelica'}",SAC
6825,"{'D. Fox', 'H. Barnes', 'H. Giles', 'N. Bjelica', 'B. Hield'}",SAC
6826,"{'B. Bogdanović', 'D. Fox', 'H. Barnes', 'H. Giles', 'N. Bjelica'}",SAC
6827,"{'B. Bogdanović', 'C. Brewer', 'H. Barnes', 'H. Giles', 'N. Bjelica'}",SAC
6828,"{'D. Eubanks', 'R. Gay', 'D. Bertāns', 'M. Belinelli', 'P. Mills'}",SAS
6829,"{'D. Eubanks', 'B. Forbes', 'D. Bertāns', 'M. Belinelli', 'P. Mills'}",SAS
6830,"{'J. Poeltl', 'D. White', 'R. Gay', 'D. Bertāns', 'P. Mills'}",SAS
6831,"{'T. Sefolosha', ""R. O'Neale"", 'R. Gobert', 'D. Mitchell', 'K. Korver'}",UTA
6832,"{'D. Green', 'D. Cousins', 'S. Curry', 'K. Durant', 'D. Lee'}",GSW
6833,"{'D. Cousins', 'S. Curry', 'J. Bell', 'K. Durant', 'D. Lee'}",GSW
6834,"{'S. Curry', 'A. Iguodala', 'J. Bell', 'K. Durant', 'D. Lee'}",GSW
6835,"{'Q. Cook', 'D. Cousins', 'J. Evans', 'A. Iguodala', 'D. Green'}",GSW
6836,"{'D. Cousins', 'S. Curry', 'J. Evans', 'A. Iguodala', 'D. Green'}",GSW
6837,"{'S. Curry', 'J. Jerebko', 'J. Evans', 'A. Iguodala', 'D. Green'}",GSW
6838,"{'S. Curry', 'A. McKinnie', 'J. Jerebko', 'J. Evans', 'D. Green'}",GSW
6839,"{'S. Curry', 'K. Durant', 'A. McKinnie', 'J. Jerebko', 'D. Green'}",GSW
6840,"{'S. Curry', 'K. Durant', 'J. Jerebko', 'D. Green', 'D. Lee'}",GSW
6841,"{'S. Curry', 'K. Durant', 'J. Bell', 'D. Green', 'D. Lee'}",GSW
6842,"{'D. Cousins', 'S. Curry', 'A. McKinnie', 'J. Bell', 'K. Durant'}",GSW
6843,"{'D. Cousins', 'S. Curry', 'A. Iguodala', 'J. Bell', 'K. Durant'}",GSW
