id,players,team
2246,"{'E. Bledsoe', 'G. Antetokounmpo', 'T. Snell', 'B. Lopez', 'S. Brown'}",MIL
2247,"{'M. Brogdon', 'G. Antetokounmpo', 'P. Connaughton', 'B. Lopez', 'K. Middleton'}",MIL
2248,"{'M. Brogdon', 'E. Bledsoe', 'P. Connaughton', 'B. Lopez', 'K. Middleton'}",MIL
2249,"{'J. Holiday', 'E. Moore', 'F. Jackson', 'A. Davis', 'C. Diallo'}",NOP
2250,"{'J. Holiday', 'N. Mirotić', 'E. Moore', 'F. Jackson', 'J. Randle'}",NOP
2251,"{'J. Holiday', 'N. Mirotić', 'A. Davis', 'F. Jackson', 'E. Moore'}",NOP
2252,"{'I. Clark', 'N. Mirotić', 'W. Johnson', 'E. Moore', 'J. Randle'}",NOP
2253,"{'I. Clark', 'N. Mirotić', 'F. Jackson', 'J. Randle', 'D. Miller'}",NOP
2254,"{'N. Mirotić', 'J. Holiday', 'A. Davis', 'F. Jackson', 'D. Miller'}",NOP
2255,"{'C. Diallo', 'E. Moore', 'F. Jackson', 'J. Randle', 'D. Miller'}",NOP
2256,"{'I. Clark', 'C. Diallo', 'F. Jackson', 'J. Randle', 'D. Miller'}",NOP
2257,"{'I. Clark', 'J. Okafor', 'C. Diallo', 'F. Jackson', 'D. Miller'}",NOP
2258,"{'L. Shamet', 'J. Butler', 'B. Simmons', 'J. Embiid', 'W. Chandler'}",PHI
2259,"{'L. Shamet', 'A. Johnson', 'J. Butler', 'B. Simmons', 'W. Chandler'}",PHI
2260,"{'L. Shamet', 'A. Johnson', 'M. Fultz', 'F. Korkmaz', 'M. Muscala'}",PHI
2261,"{'F. Korkmaz', 'B. Simmons', 'J. Embiid', 'J. Redick', 'M. Muscala'}",PHI
2262,"{'L. Shamet', 'J. Butler', 'J. Embiid', 'W. Chandler', 'T. McConnell'}",PHI
2263,"{'L. Shamet', 'J. Butler', 'B. Simmons', 'W. Chandler', 'M. Muscala'}",PHI
2264,"{'L. Shamet', 'T. McConnell', 'F. Korkmaz', 'J. Embiid', 'M. Muscala'}",PHI
2265,"{'T. McConnell', 'F. Korkmaz', 'J. Embiid', 'J. Redick', 'M. Muscala'}",PHI
2266,"{'L. Shamet', 'M. Muscala', 'F. Korkmaz', 'W. Chandler', 'T. McConnell'}",PHI
2267,"{'B. Bogdanović', 'I. Shumpert', 'D. Fox', 'W. Cauley-Stein', 'B. Hield'}",SAC
2268,"{'B. Bogdanović', 'F. Mason', 'H. Giles', 'M. Bagley', 'B. Hield'}",SAC
2269,"{'B. Bogdanović', 'I. Shumpert', 'F. Mason', 'N. Bjelica', 'M. Bagley'}",SAC
2270,"{'B. Bogdanović', 'I. Shumpert', 'D. Fox', 'N. Bjelica', 'M. Bagley'}",SAC
2271,"{'B. Bogdanović', 'D. Fox', 'H. Giles', 'M. Bagley', 'J. Jackson'}",SAC
2272,"{'W. Ellington', 'D. Wade', 'R. McGruder', 'D. Jones', 'H. Whiteside'}",MIA
2273,"{'B. Adebayo', 'D. Robinson', 'J. Johnson', 'D. Wade', 'J. Richardson'}",MIA
2274,"{'B. Adebayo', 'D. Robinson', 'J. Johnson', 'J. Richardson', 'J. Winslow'}",MIA
2275,"{'B. Adebayo', 'J. Johnson', 'R. McGruder', 'J. Winslow', 'D. Jones'}",MIA
2276,"{'B. Adebayo', 'J. Johnson', 'W. Ellington', 'J. Richardson', 'J. Winslow'}",MIA
2277,"{'B. Adebayo', 'J. Johnson', 'W. Ellington', 'R. McGruder', 'J. Winslow'}",MIA
2278,"{'J. Johnson', 'W. Ellington', 'R. McGruder', 'J. Winslow', 'H. Whiteside'}",MIA
2279,"{'D. Robinson', 'J. Richardson', 'R. McGruder', 'J. Winslow', 'H. Whiteside'}",MIA
2280,"{'B. Adebayo', 'D. Robinson', 'J. Johnson', 'D. Wade', 'R. McGruder'}",MIA
2281,"{'B. Adebayo', 'J. Johnson', 'W. Ellington', 'D. Wade', 'J. Richardson'}",MIA
2282,"{'B. Adebayo', 'W. Ellington', 'J. Richardson', 'R. McGruder', 'J. Winslow'}",MIA
2283,"{'J. Johnson', 'D. Wade', 'J. Richardson', 'R. McGruder', 'H. Whiteside'}",MIA
2284,"{'B. Adebayo', 'J. Johnson', 'D. Wade', 'J. Richardson', 'R. McGruder'}",MIA
2285,"{'E. Mudiay', 'T. Hardaway', 'M. Hezonja', 'E. Freedom', 'N. Vonleh'}",NYK
2286,"{'F. Ntilikina', 'E. Mudiay', 'T. Hardaway', 'E. Freedom', 'N. Vonleh'}",NYK
2287,"{'F. Ntilikina', 'T. Hardaway', 'T. Burke', 'E. Freedom', 'N. Vonleh'}",NYK
2288,"{'F. Ntilikina', 'M. Robinson', 'T. Hardaway', 'T. Burke', 'N. Vonleh'}",NYK
2289,"{'F. Ntilikina', 'K. Knox', 'M. Robinson', 'T. Hardaway', 'T. Burke'}",NYK
2290,"{'F. Ntilikina', 'K. Knox', 'A. Trier', 'M. Robinson', 'T. Burke'}",NYK
2291,"{'F. Ntilikina', 'K. Knox', 'A. Trier', 'T. Burke', 'N. Vonleh'}",NYK
2292,"{'E. Mudiay', 'T. Hardaway', 'M. Hezonja', 'T. Burke', 'E. Freedom'}",NYK
2293,"{'F. Ntilikina', 'A. Trier', 'M. Robinson', 'T. Burke', 'N. Vonleh'}",NYK
2294,"{'K. Knox', 'A. Trier', 'M. Robinson', 'T. Hardaway', 'T. Burke'}",NYK
2295,"{'F. Ntilikina', 'E. Mudiay', 'T. Hardaway', 'T. Burke', 'N. Vonleh'}",NYK
2296,"{'F. Ntilikina', 'E. Mudiay', 'T. Hardaway', 'T. Burke', 'E. Freedom'}",NYK
2297,"{'J. Isaac', 'T. Ross', 'J. Grant', 'A. Gordon', 'M. Bamba'}",ORL
2298,"{'N. Vučević', 'J. Isaac', 'A. Gordon', 'J. Grant', 'E. Fournier'}",ORL
2299,"{'W. Iwundu', 'N. Vučević', 'A. Gordon', 'J. Grant', 'E. Fournier'}",ORL
2300,"{'K. Oubre', 'J. Wall', 'B. Beal', 'O. Porter', 'T. Bryant'}",WAS
2301,"{'J. Wall', 'A. Rivers', 'T. Satoranský', 'J. Green', 'M. Morris'}",WAS
2302,"{'A. Rivers', 'T. Satoranský', 'O. Porter', 'J. Green', 'M. Morris'}",WAS
2303,"{'B. Beal', 'T. Satoranský', 'O. Porter', 'J. Green', 'M. Morris'}",WAS
2304,"{'J. Wall', 'B. Beal', 'T. Satoranský', 'O. Porter', 'T. Bryant'}",WAS
2305,"{'J. Wall', 'T. Satoranský', 'O. Porter', 'J. Green', 'T. Bryant'}",WAS
2306,"{'J. Wall', 'B. Beal', 'T. Satoranský', 'O. Porter', 'M. Morris'}",WAS
2307,"{'J. Wall', 'B. Beal', 'T. Satoranský', 'J. Green', 'M. Morris'}",WAS
2308,"{'J. Anderson', 'J. Lin', 'D. Dedmon', 'J. Collins', 'K. Huerter'}",ATL
2309,"{'J. Anderson', 'K. Bazemore', 'J. Lin', 'D. Dedmon', 'J. Collins'}",ATL
2310,"{'J. Collins', 'J. Anderson', 'K. Bazemore', 'D. Dedmon', 'T. Young'}",ATL
2311,"{'T. Prince', 'M. Plumlee', 'J. Lin', 'V. Carter', 'K. Huerter'}",ATL
2312,"{'J. Anderson', 'J. Lin', 'V. Carter', 'D. Dedmon', 'K. Huerter'}",ATL
2313,"{'J. Anderson', 'M. Plumlee', 'J. Lin', 'D. Bembry', 'J. Collins'}",ATL
2314,"{'T. Prince', 'J. Anderson', 'M. Plumlee', 'J. Lin', 'J. Collins'}",ATL
2315,"{'T. Prince', 'T. Young', 'J. Anderson', 'D. Dedmon', 'J. Collins'}",ATL
2316,"{'M. Plumlee', 'J. Lin', 'D. Bembry', 'J. Collins', 'K. Huerter'}",ATL
2317,"{'T. Prince', 'J. Lin', 'V. Carter', 'D. Bembry', 'J. Collins'}",ATL
2318,"{'T. Prince', 'J. Anderson', 'J. Lin', 'D. Dedmon', 'D. Bembry'}",ATL
2319,"{'T. Prince', 'J. Anderson', 'J. Lin', 'D. Dedmon', 'K. Huerter'}",ATL
2320,"{'T. Prince', 'J. Anderson', 'D. Dedmon', 'T. Young', 'K. Huerter'}",ATL
2321,"{'T. Dorsey', 'V. Carter', 'D. Dedmon', 'T. Young', 'K. Huerter'}",ATL
2322,"{'J. Tatum', 'G. Hayward', 'K. Irving', 'A. Baynes', 'M. Morris'}",BOS
2323,"{'J. Tatum', 'T. Rozier', 'G. Hayward', 'A. Horford', 'M. Morris'}",BOS
2324,"{'T. Rozier', 'D. Theis', 'J. Brown', 'M. Morris', 'M. Smart'}",BOS
2325,"{'T. Rozier', 'D. Theis', 'J. Brown', 'K. Irving', 'M. Smart'}",BOS
2326,"{'J. Brown', 'K. Irving', 'A. Baynes', 'M. Morris', 'M. Smart'}",BOS
2327,"{'J. Tatum', 'J. Brown', 'K. Irving', 'A. Baynes', 'M. Smart'}",BOS
2328,"{'T. Rozier', 'J. Tatum', 'J. Brown', 'A. Horford', 'M. Smart'}",BOS
2329,"{'T. Rozier', 'G. Hayward', 'K. Irving', 'A. Horford', 'M. Smart'}",BOS
2330,"{'J. Tatum', 'J. Brown', 'G. Hayward', 'K. Irving', 'M. Morris'}",BOS
2331,"{'J. Tatum', 'J. Brown', 'G. Hayward', 'M. Morris', 'M. Smart'}",BOS
2332,"{'J. Holiday', 'R. Arcidiacono', 'C. Payne', 'A. Blakeney', 'R. Lopez'}",CHI
2333,"{'J. Parker', 'R. Arcidiacono', 'C. Payne', 'A. Blakeney', 'R. Lopez'}",CHI
2334,"{'J. Parker', 'A. Blakeney', 'C. Payne', 'S. Harrison', 'R. Lopez'}",CHI
2335,"{'J. Holiday', 'C. Payne', 'A. Blakeney', 'S. Harrison', 'R. Lopez'}",CHI
2336,"{'J. Holiday', 'A. Blakeney', 'W. Carter', 'S. Harrison', 'Z. LaVine'}",CHI
2337,"{'C. Felício', 'J. Holiday', 'R. Arcidiacono', 'A. Blakeney', 'Z. LaVine'}",CHI
2338,"{'C. Felício', 'J. Holiday', 'R. Arcidiacono', 'A. Blakeney', 'S. Harrison'}",CHI
2339,"{'J. Parker', 'C. Felício', 'J. Holiday', 'A. Blakeney', 'S. Harrison'}",CHI
2340,"{'J. Parker', 'C. Felício', 'J. Holiday', 'S. Harrison', 'R. Lopez'}",CHI
2341,"{'T. Thompson', 'R. Hood', 'C. Sexton', 'D. Nwaba', 'C. Osman'}",CLE
2342,"{'J. Clarkson', 'T. Thompson', 'C. Sexton', 'D. Nwaba', 'C. Osman'}",CLE
2343,"{'J. Clarkson', 'A. Harrison', 'L. Nance', 'K. Korver', 'R. Hood'}",CLE
2344,"{'A. Harrison', 'L. Nance', 'K. Korver', 'R. Hood', 'C. Osman'}",CLE
2345,"{'T. Thompson', 'A. Harrison', 'K. Korver', 'R. Hood', 'C. Osman'}",CLE
2346,"{'T. Thompson', 'C. Sexton', 'K. Korver', 'R. Hood', 'C. Osman'}",CLE
2347,"{'J. Clarkson', 'L. Nance', 'C. Sexton', 'D. Nwaba', 'C. Osman'}",CLE
2348,"{'J. Clarkson', 'A. Harrison', 'L. Nance', 'K. Korver', 'C. Osman'}",CLE
2349,"{'T. Thompson', 'L. Nance', 'C. Sexton', 'R. Hood', 'C. Osman'}",CLE
2350,"{'J. Clarkson', 'L. Nance', 'K. Korver', 'R. Hood', 'C. Osman'}",CLE
2351,"{'J. Clarkson', 'R. Hood', 'C. Sexton', 'D. Nwaba', 'C. Osman'}",CLE
2352,"{'K. Korver', 'J. Clarkson', 'C. Sexton', 'R. Hood', 'C. Osman'}",CLE
2353,"{'J. Barea', 'H. Barnes', 'D. Jordan', 'D. Harris', 'L. Dončić'}",DAL
2354,"{'J. Barea', 'H. Barnes', 'S. Mejri', 'D. Harris', 'L. Dončić'}",DAL
2355,"{'J. Barea', 'R. Broekhoff', 'H. Barnes', 'S. Mejri', 'D. Harris'}",DAL
2356,"{'J. Barea', 'R. Broekhoff', 'S. Mejri', 'D. Harris', 'M. Kleber'}",DAL
2357,"{'J. Barea', 'R. Broekhoff', 'S. Mejri', 'D. Finney-Smith', 'M. Kleber'}",DAL
2358,"{'J. Barea', 'H. Barnes', 'S. Mejri', 'D. Finney-Smith', 'D. Harris'}",DAL
2359,"{'J. Barea', 'S. Mejri', 'D. Finney-Smith', 'D. Harris', 'M. Kleber'}",DAL
2360,"{'J. Barea', 'S. Mejri', 'D. Harris', 'M. Kleber', 'L. Dončić'}",DAL
2361,"{'J. Barea', 'H. Barnes', 'S. Mejri', 'M. Kleber', 'L. Dončić'}",DAL
2362,"{'H. Barnes', 'D. Jordan', 'M. Kleber', 'D. Smith', 'L. Dončić'}",DAL
2363,"{'J. Barea', 'H. Barnes', 'D. Finney-Smith', 'M. Kleber', 'L. Dončić'}",DAL
2364,"{'K. Looney', 'K. Thompson', 'J. Jerebko', 'A. Iguodala', 'K. Durant'}",GSW
2365,"{'K. Looney', 'K. Thompson', 'S. Livingston', 'J. Jerebko', 'K. Durant'}",GSW
2366,"{'K. Looney', 'S. Livingston', 'J. Jerebko', 'K. Durant', 'D. Lee'}",GSW
2367,"{'K. Looney', 'K. Thompson', 'S. Livingston', 'J. Jerebko', 'D. Lee'}",GSW
2368,"{'Q. Cook', 'A. Iguodala', 'D. Jones', 'K. Durant', 'D. Lee'}",GSW
2369,"{'Q. Cook', 'K. Looney', 'A. Iguodala', 'K. Durant', 'D. Lee'}",GSW
2370,"{'Q. Cook', 'K. Looney', 'S. Livingston', 'K. Durant', 'D. Lee'}",GSW
2371,"{'Q. Cook', 'J. Jerebko', 'J. Evans', 'J. Bell', 'D. Lee'}",GSW
2372,"{'E. Gordon', 'G. Green', 'P. Tucker', 'C. Capela', 'J. Harden'}",HOU
2373,"{'G. Green', 'J. Ennis', 'P. Tucker', 'C. Capela', 'J. Harden'}",HOU
2374,"{'E. Gordon', 'J. Ennis', 'P. Tucker', 'I. Hartenstein', 'J. Harden'}",HOU
2375,"{'E. Gordon', 'G. Green', 'C. Paul', 'C. Capela', 'J. Harden'}",HOU
2376,"{'E. Gordon', 'J. Ennis', 'I. Hartenstein', 'C. Paul', 'J. Harden'}",HOU
2377,"{'E. Gordon', 'J. Ennis', 'G. Clark', 'C. Paul', 'J. Harden'}",HOU
2378,"{'E. İlyasova', 'M. Brogdon', 'P. Connaughton', 'T. Snell', 'T. Maker'}",MIL
2379,"{'E. İlyasova', 'M. Brogdon', 'P. Connaughton', 'T. Snell', 'B. Lopez'}",MIL
2380,"{'E. İlyasova', 'M. Brogdon', 'T. Snell', 'B. Lopez', 'S. Brown'}",MIL
2381,"{'E. İlyasova', 'M. Brogdon', 'B. Lopez', 'K. Middleton', 'S. Brown'}",MIL
2382,"{'M. Brogdon', 'G. Antetokounmpo', 'B. Lopez', 'K. Middleton', 'S. Brown'}",MIL
2383,"{'E. Bledsoe', 'G. Antetokounmpo', 'B. Lopez', 'K. Middleton', 'S. Brown'}",MIL
2384,"{'M. Brogdon', 'E. Bledsoe', 'G. Antetokounmpo', 'P. Connaughton', 'B. Lopez'}",MIL
2385,"{'M. Brogdon', 'P. Connaughton', 'T. Snell', 'S. Brown', 'T. Maker'}",MIL
2386,"{'M. Dellavedova', 'M. Brogdon', 'T. Snell', 'S. Brown', 'T. Maker'}",MIL
2387,"{'M. Dellavedova', 'T. Snell', 'C. Wood', 'S. Brown', 'T. Maker'}",MIL
2388,"{'M. Dellavedova', 'J. Morris', 'T. Snell', 'C. Wood', 'S. Brown'}",MIL
2389,"{'T. Gibson', 'J. Teague', 'R. Covington', 'G. Dieng', 'A. Wiggins'}",MIN
2390,"{'D. Rose', 'J. Teague', 'R. Covington', 'A. Wiggins', 'K. Towns'}",MIN
2391,"{'J. Teague', 'A. Tolliver', 'R. Covington', 'A. Wiggins', 'K. Towns'}",MIN
2392,"{'F. Korkmaz', 'J. Embiid', 'W. Chandler', 'T. McConnell', 'J. Redick'}",PHI
2393,"{'L. Shamet', 'J. Embiid', 'W. Chandler', 'T. McConnell', 'J. Redick'}",PHI
2394,"{'A. Johnson', 'J. Butler', 'B. Simmons', 'J. Redick', 'T. McConnell'}",PHI
2395,"{'J. Butler', 'B. Simmons', 'J. Embiid', 'J. Redick', 'T. McConnell'}",PHI
2396,"{'L. Shamet', 'T. McConnell', 'J. Embiid', 'J. Redick', 'M. Muscala'}",PHI
2397,"{'M. Muscala', 'J. Butler', 'J. Embiid', 'J. Redick', 'T. McConnell'}",PHI
2398,"{'J. Butler', 'B. Simmons', 'J. Embiid', 'W. Chandler', 'T. McConnell'}",PHI
2399,"{'A. Johnson', 'J. Butler', 'B. Simmons', 'J. Embiid', 'W. Chandler'}",PHI
2400,"{'J. Poeltl', 'R. Gay', 'D. Bertāns', 'D. DeRozan', 'P. Mills'}",SAS
2401,"{'J. Poeltl', 'D. Bertāns', 'M. Belinelli', 'P. Mills', 'L. Aldridge'}",SAS
2402,"{'J. Poeltl', 'D. White', 'D. Bertāns', 'M. Belinelli', 'P. Mills'}",SAS
2403,"{'D. White', 'B. Forbes', 'R. Gay', 'M. Belinelli', 'L. Aldridge'}",SAS
2404,"{'Q. Pondexter', 'B. Forbes', 'D. DeRozan', 'M. Belinelli', 'L. Aldridge'}",SAS
2405,"{'J. Poeltl', 'D. Bertāns', 'D. DeRozan', 'M. Belinelli', 'P. Mills'}",SAS
2406,"{'D. Bertāns', 'D. DeRozan', 'M. Belinelli', 'P. Mills', 'D. Cunningham'}",SAS
2407,"{'D. White', 'D. Bertāns', 'M. Belinelli', 'P. Mills', 'D. Cunningham'}",SAS
2408,"{'Q. Pondexter', 'D. White', 'D. Bertāns', 'P. Mills', 'D. Cunningham'}",SAS
2409,"{'D. White', 'B. Forbes', 'R. Gay', 'D. Bertāns', 'L. Aldridge'}",SAS
2410,"{'D. Exum', 'R. Neto', 'J. Crowder', 'D. Favors', 'A. Burks'}",UTA
2411,"{""R. O'Neale"", 'J. Ingles', 'R. Rubio', 'R. Gobert', 'D. Mitchell'}",UTA
2412,"{""R. O'Neale"", 'J. Ingles', 'R. Rubio', 'R. Gobert', 'A. Burks'}",UTA
2413,"{'J. Ingles', 'R. Gobert', 'D. Mitchell', 'J. Crowder', 'A. Burks'}",UTA
2414,"{""R. O'Neale"", 'J. Ingles', 'R. Gobert', 'D. Mitchell', 'J. Crowder'}",UTA
2415,"{'D. Exum', ""R. O'Neale"", 'R. Gobert', 'D. Mitchell', 'D. Favors'}",UTA
2416,"{'D. Exum', ""R. O'Neale"", 'J. Ingles', 'R. Gobert', 'A. Burks'}",UTA
2417,"{'J. Collins', 'K. Bazemore', 'J. Lin', 'D. Dedmon', 'T. Young'}",ATL
2418,"{'A. Len', 'J. Collins', 'K. Bazemore', 'J. Lin', 'T. Young'}",ATL
2419,"{'A. Len', 'J. Lin', 'O. Spellman', 'T. Young', 'K. Huerter'}",ATL
2420,"{'T. Young', 'J. Anderson', 'D. Dedmon', 'D. Bembry', 'J. Collins'}",ATL
2421,"{'J. Anderson', 'V. Carter', 'D. Dedmon', 'D. Bembry', 'T. Young'}",ATL
2422,"{'A. Len', 'J. Lin', 'K. Bazemore', 'V. Carter', 'K. Huerter'}",ATL
2423,"{'A. Len', 'J. Anderson', 'J. Lin', 'V. Carter', 'K. Huerter'}",ATL
2424,"{'A. Len', 'J. Anderson', 'J. Lin', 'V. Carter', 'D. Bembry'}",ATL
2425,"{'A. Len', 'J. Anderson', 'J. Lin', 'D. Bembry', 'J. Collins'}",ATL
2426,"{'A. Len', 'J. Anderson', 'M. Plumlee', 'D. Bembry', 'J. Collins'}",ATL
2427,"{'T. Prince', 'J. Lin', 'D. Dedmon', 'D. Bembry', 'J. Collins'}",ATL
2428,"{'A. Len', 'T. Prince', 'J. Lin', 'D. Bembry', 'J. Collins'}",ATL
2429,"{'A. Len', 'T. Prince', 'J. Lin', 'V. Carter', 'D. Bembry'}",ATL
2430,"{'J. Anderson', 'J. Lin', 'D. Dedmon', 'D. Bembry', 'J. Collins'}",ATL
2431,"{'J. Anderson', 'D. Dedmon', 'D. Bembry', 'J. Collins', 'K. Huerter'}",ATL
2432,"{'A. Len', 'J. Lin', 'D. Bembry', 'J. Collins', 'K. Huerter'}",ATL
2433,"{'J. Anderson', 'J. Lin', 'M. Plumlee', 'J. Collins', 'K. Huerter'}",ATL
2434,"{'J. Holiday', 'R. Arcidiacono', 'A. Blakeney', 'R. Lopez', 'Z. LaVine'}",CHI
2435,"{'J. Parker', 'W. Carter', 'C. Payne', 'A. Blakeney', 'S. Harrison'}",CHI
2436,"{'J. Parker', 'C. Felício', 'C. Payne', 'A. Blakeney', 'S. Harrison'}",CHI
2437,"{'J. Parker', 'C. Felício', 'J. Holiday', 'C. Payne', 'S. Harrison'}",CHI
2438,"{'J. Parker', 'C. Felício', 'J. Holiday', 'R. Arcidiacono', 'C. Payne'}",CHI
2439,"{'J. Parker', 'J. Holiday', 'R. Arcidiacono', 'A. Blakeney', 'Z. LaVine'}",CHI
2440,"{'J. Parker', 'J. Holiday', 'R. Arcidiacono', 'A. Blakeney', 'S. Harrison'}",CHI
2441,"{'J. Holiday', 'R. Arcidiacono', 'S. Harrison', 'R. Lopez', 'Z. LaVine'}",CHI
2442,"{'J. Parker', 'R. Arcidiacono', 'A. Blakeney', 'S. Harrison', 'R. Lopez'}",CHI
2443,"{'N. Jokić', 'M. Plumlee', 'J. Murray', 'G. Harris', 'J. Hernangómez'}",DEN
2444,"{'N. Jokić', 'P. Millsap', 'J. Murray', 'J', 'G. Harris'}",DEN
2445,"{'N. Jokić', 'P. Millsap', 'J. Murray', 'M. Morris', 'J'}",DEN
2446,"{'P. Millsap', 'M. Plumlee', 'J. Murray', 'M. Morris', 'J'}",DEN
2447,"{'M. Plumlee', 'J. Murray', 'M. Morris', 'T. Lyles', 'J'}",DEN
2448,"{'M. Plumlee', 'M. Morris', 'T. Lyles', 'J', 'G. Harris'}",DEN
2449,"{'M. Beasley', 'J. Murray', 'T. Lyles', 'M. Morris', 'T. Welsh'}",DEN
2450,"{'T. Lydon', 'M. Morris', 'D. Akoon-Purcell', 'T. Craig', 'T. Welsh'}",DEN
2451,"{'T. Lydon', 'M. Beasley', 'D. Akoon-Purcell', 'T. Craig', 'T. Welsh'}",DEN
2452,"{'L. Galloway', 'I. Smith', 'S. Johnson', 'A. Drummond', 'B. Brown'}",DET
2453,"{'L. Galloway', 'I. Smith', 'S. Johnson', 'J. Leuer', 'B. Brown'}",DET
2454,"{'R. Jackson', 'B. Griffin', 'R. Bullock', 'A. Drummond', 'B. Brown'}",DET
2455,"{'I. Smith', 'Z. Pachulia', 'B. Griffin', 'R. Bullock', 'B. Brown'}",DET
2456,"{'L. Galloway', 'B. Griffin', 'R. Bullock', 'A. Drummond', 'B. Brown'}",DET
2457,"{'S. Livingston', 'J. Jerebko', 'J. Bell', 'K. Durant', 'D. Lee'}",GSW
2458,"{'Q. Cook', 'J. Jerebko', 'J. Bell', 'K. Durant', 'D. Lee'}",GSW
2459,"{'K. Thompson', 'S. Livingston', 'J. Jerebko', 'J. Bell', 'D. Lee'}",GSW
2460,"{'Q. Cook', 'J. Evans', 'D. Jones', 'J. Bell', 'D. Lee'}",GSW
2461,"{'B. Bogdanović', 'T. Evans', 'D. Sabonis', 'T. Young', 'D. Collison'}",IND
2462,"{'B. Bogdanović', 'C. Joseph', 'D. Sabonis', 'T. Young', 'D. Collison'}",IND
2463,"{'B. Bogdanović', 'C. Joseph', 'A. Holiday', ""K. O'Quinn"", 'T. Young'}",IND
2464,"{'D. McDermott', 'C. Joseph', 'A. Holiday', 'T. Leaf', 'D. Sabonis'}",IND
2465,"{'B. Bogdanović', 'C. Joseph', 'A. Holiday', 'D. Sabonis', 'T. Young'}",IND
2466,"{'C. Joseph', 'A. Holiday', 'T. Leaf', ""K. O'Quinn"", 'D. Collison'}",IND
2467,"{'B. Bogdanović', 'C. Joseph', 'A. Holiday', ""K. O'Quinn"", 'D. Collison'}",IND
2468,"{'B. Bogdanović', 'C. Joseph', ""K. O'Quinn"", 'T. Young', 'D. Collison'}",IND
2469,"{'I. Anigbogu', 'C. Joseph', 'D. Reed', 'A. Holiday', 'T. Leaf'}",IND
2470,"{'M. Scott', 'B. Marjanović', 'P. Beverley', 'M. Harrell', 'L. Williams'}",LAC
2471,"{'S. Gilgeous-Alexander', 'P. Beverley', 'A. Bradley', 'T. Harris', 'D. Gallinari'}",LAC
2472,"{'M. Scott', 'P. Beverley', 'A. Bradley', 'M. Harrell', 'L. Williams'}",LAC
2473,"{'A. Bradley', 'M. Harrell', 'L. Williams', 'T. Harris', 'D. Gallinari'}",LAC
2474,"{'K. Caldwell-Pope', 'L. Stephenson', 'B. Ingram', 'J. Hart', 'T. Chandler'}",LAL
2475,"{'K. Caldwell-Pope', 'L. Stephenson', 'B. Ingram', 'J. Hart', 'J. McGee'}",LAL
2476,"{'K. Caldwell-Pope', 'L. Ball', 'K. Kuzma', 'B. Ingram', 'L. James'}",LAL
2477,"{'K. Caldwell-Pope', 'K. Kuzma', 'B. Ingram', 'L. James', 'J. McGee'}",LAL
2478,"{'K. Caldwell-Pope', 'B. Ingram', 'L. James', 'J. Hart', 'T. Chandler'}",LAL
2479,"{'K. Caldwell-Pope', 'L. Stephenson', 'B. Ingram', 'J. Hart', 'L. James'}",LAL
2480,"{'K. Caldwell-Pope', 'L. Stephenson', 'L. Ball', 'L. James', 'J. McGee'}",LAL
2481,"{'K. Caldwell-Pope', 'L. Stephenson', 'L. Ball', 'K. Kuzma', 'J. McGee'}",LAL
2482,"{'E. İlyasova', 'E. Bledsoe', 'G. Antetokounmpo', 'P. Connaughton', 'T. Maker'}",MIL
2483,"{'E. İlyasova', 'M. Brogdon', 'G. Antetokounmpo', 'P. Connaughton', 'T. Maker'}",MIL
2484,"{'E. İlyasova', 'M. Brogdon', 'P. Connaughton', 'T. Snell', 'K. Middleton'}",MIL
2485,"{'M. Brogdon', 'T. Snell', 'B. Lopez', 'K. Middleton', 'S. Brown'}",MIL
2486,"{'E. İlyasova', 'E. Bledsoe', 'P. Connaughton', 'K. Middleton', 'T. Maker'}",MIL
2487,"{'E. İlyasova', 'M. Dellavedova', 'P. Connaughton', 'K. Middleton', 'T. Maker'}",MIL
2488,"{'E. İlyasova', 'M. Dellavedova', 'P. Connaughton', 'T. Snell', 'T. Maker'}",MIL
2489,"{'E. İlyasova', 'M. Dellavedova', 'G. Antetokounmpo', 'P. Connaughton', 'T. Snell'}",MIL
2490,"{'E. İlyasova', 'M. Dellavedova', 'E. Bledsoe', 'P. Connaughton', 'T. Snell'}",MIL
2491,"{'E. İlyasova', 'M. Dellavedova', 'M. Brogdon', 'T. Snell', 'B. Lopez'}",MIL
2492,"{'M. Brogdon', 'G. Antetokounmpo', 'T. Snell', 'B. Lopez', 'S. Brown'}",MIL
2493,"{'M. Brogdon', 'E. Bledsoe', 'G. Antetokounmpo', 'B. Lopez', 'S. Brown'}",MIL
2494,"{'F. Ntilikina', 'A. Trier', 'M. Hezonja', 'T. Burke', 'N. Vonleh'}",NYK
2495,"{'A. Trier', 'E. Mudiay', 'T. Hardaway', 'M. Hezonja', 'N. Vonleh'}",NYK
2496,"{'A. Trier', 'E. Mudiay', 'T. Hardaway', 'M. Hezonja', 'E. Freedom'}",NYK
2497,"{'A. Trier', 'E. Mudiay', 'T. Hardaway', 'E. Freedom', 'N. Vonleh'}",NYK
2498,"{'K. Knox', 'A. Trier', 'T. Hardaway', 'T. Burke', 'E. Freedom'}",NYK
2499,"{'F. Ntilikina', 'A. Trier', 'E. Mudiay', 'T. Hardaway', 'N. Vonleh'}",NYK
2500,"{'R. Westbrook', 'P. George', 'J. Grant', 'T. Luwawu-Cabarrot', 'S. Adams'}",OKC
