M. Morris,M. Smart,A. Horford,J. Tatum,K. Irving,22
J. Brown,G. Hayward,A. Horford,J. Tatum,K. Irving,2
J. Brown,G. Hayward,A. Horford,J. Tatum,K. Irving,1
J. Brown,G. Hayward,A. Baynes,D. Theis,K. Irving,5
J. Brown,G. Hayward,A. Baynes,D. Theis,T. Rozier,0
J. Brown,G. Hayward,M. Morris,D. Theis,T. Rozier,4
J. Brown,G. Hayward,M. Morris,D. Theis,T. Rozier,1
J. Brown,G. Hayward,M. Morris,D. Theis,T. Rozier,0
G. Hayward,D. Theis,J. Brown,M. Morris,T. Rozier,11
G. Hayward,D. Theis,J. Brown,M. Morris,T. Rozier,3
G. Hayward,D. Theis,J. Brown,M. Morris,T. Rozier,0
K. Irving,D. Theis,J. Brown,M. Morris,T. Rozier,2
K. Irving,A. Horford,J. Brown,M. Morris,T. Rozier,2
K. Irving,A. Horford,J. Brown,M. Morris,T. Rozier,0
K. Irving,A. Horford,G. Hayward,M. Smart,J. Tatum,0
J. Tatum,A. Horford,M. Morris,M. Smart,K. Irving,30
G. Hayward,A. Horford,M. Morris,M. Smart,K. Irving,9
G. Hayward,J. Brown,T. Rozier,D. Theis,K. Irving,1
G. Hayward,J. Brown,T. Rozier,D. Theis,J. Tatum,1
G. Hayward,J. Brown,T. Rozier,D. Theis,J. Tatum,0
J. Tatum,G. Hayward,D. Theis,J. Brown,T. Rozier,10
J. Tatum,G. Hayward,D. Theis,J. Brown,T. Rozier,3
J. Tatum,G. Hayward,D. Theis,J. Brown,T. Rozier,0
M. Morris,G. Hayward,D. Theis,J. Brown,T. Rozier,2
M. Morris,A. Horford,K. Irving,J. Brown,T. Rozier,2
M. Morris,A. Horford,K. Irving,M. Smart,T. Rozier,5
M. Morris,J. Brown,D. Theis,M. Smart,T. Rozier,4
S. Ojeleye,J. Brown,G. Yabusele,B. Wanamaker,T. Rozier,8
