C. Joseph,T. Young,B. Bogdanović,W. Matthews,M. Turner,21
T. Evans,D. Sabonis,B. Bogdanović,W. Matthews,M. Turner,3
T. Evans,D. Sabonis,B. Bogdanović,W. Matthews,M. Turner,0
T. Evans,D. Sabonis,D. McDermott,W. Matthews,M. Turner,2
T. Evans,D. Sabonis,D. McDermott,A. Holiday,T. Young,0
T. Evans,D. Sabonis,D. McDermott,A. Holiday,T. Young,1
T. Evans,M. Turner,D. McDermott,A. Holiday,T. Young,0
T. Young,T. Evans,A. Holiday,D. McDermott,D. Sabonis,9
M. Turner,T. Evans,A. Holiday,D. McDermott,D. Sabonis,2
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,D. Sabonis,5
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,D. Sabonis,0
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,D. Sabonis,3
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,T. Young,11
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,T. Young,3
M. Turner,B. Bogdanović,C. Joseph,W. Matthews,T. Young,0
C. Joseph,T. Young,B. Bogdanović,M. Turner,W. Matthews,21
T. Evans,D. Sabonis,B. Bogdanović,M. Turner,W. Matthews,5
T. Evans,D. Sabonis,D. McDermott,M. Turner,W. Matthews,0
T. Young,D. Sabonis,T. Evans,D. McDermott,A. Holiday,12
T. Young,D. Sabonis,T. Evans,D. McDermott,A. Holiday,6
T. Leaf,D. Sabonis,T. Evans,D. McDermott,A. Holiday,7
T. Leaf,K. O'Quinn,T. Evans,D. McDermott,A. Holiday,2
T. Leaf,K. O'Quinn,A. Johnson,E. Sumner,A. Holiday,11
