R. Jackson,R. Bullock,B. Brown,B. Griffin,A. Drummond,12
J. Calderón,R. Bullock,B. Brown,B. Griffin,A. Drummond,0
J. Calderón,L. Kennard,B. Brown,B. Griffin,A. Drummond,0
J. Calderón,L. Kennard,S. Johnson,B. Griffin,A. Drummond,0
J. Calderón,L. Kennard,S. Johnson,B. Griffin,A. Drummond,6
J. Calderón,L. Kennard,S. Johnson,G. Robinson,A. Drummond,0
J. Calderón,L. Kennard,S. Johnson,G. Robinson,A. Drummond,4
J. Calderón,L. Kennard,S. Johnson,G. Robinson,A. Drummond,0
L. Kennard,J. Leuer,B. Griffin,R. Jackson,R. Bullock,7
B. Brown,J. Leuer,B. Griffin,R. Jackson,R. Bullock,2
B. Brown,A. Drummond,B. Griffin,R. Jackson,R. Bullock,0
B. Brown,A. Drummond,B. Griffin,R. Jackson,R. Bullock,5
B. Brown,A. Drummond,B. Griffin,R. Jackson,R. Bullock,0
S. Johnson,A. Drummond,B. Griffin,R. Jackson,R. Bullock,0
B. Brown,R. Bullock,R. Jackson,B. Griffin,A. Drummond,28
B. Brown,R. Bullock,R. Jackson,B. Griffin,A. Drummond,2
S. Johnson,L. Kennard,R. Jackson,B. Griffin,A. Drummond,0
S. Johnson,L. Kennard,J. Calderón,B. Griffin,A. Drummond,0
S. Johnson,L. Kennard,J. Calderón,L. Galloway,A. Drummond,5
S. Johnson,L. Kennard,J. Calderón,L. Galloway,A. Drummond,0
S. Johnson,L. Kennard,J. Calderón,L. Galloway,A. Drummond,0
J. Calderón,S. Johnson,L. Kennard,J. Leuer,L. Galloway,6
R. Bullock,B. Griffin,R. Jackson,J. Leuer,L. Galloway,4
R. Bullock,B. Griffin,R. Jackson,A. Drummond,L. Galloway,3
S. Johnson,J. Leuer,J. Calderón,L. Kennard,L. Galloway,2
S. Johnson,J. Leuer,B. Brown,L. Kennard,L. Galloway,3
S. Johnson,J. Leuer,B. Brown,L. Kennard,L. Galloway,11
